1,Chattagram,চট্টগ্রাম,www.chittagongdiv.gov.bd,32833.07733648,33202357
2,Rajshahi,রাজশাহী,www.rajshahidiv.gov.bd,18255.46189267,20353116
3,Khulna,খুলনা,www.khulnadiv.gov.bd,22584.72427649,17415924
4,Barisal,বরিশাল,www.barisaldiv.gov.bd,12693.47055445,9100104
5,Sylhet,সিলেট,www.sylhetdiv.gov.bd,12373.31177366,11034952
6,Dhaka,ঢাকা,www.dhakadiv.gov.bd,20426.53173259,44215759
7,Rangpur,রংপুর,www.rangpurdiv.gov.bd,16282.75269198,17610955
8,Mymensingh,ময়মনসিংহ,www.mymensinghdiv.gov.bd,10512.77412986,12225449
